,@AfifYulistian,@AlshadAhmad,@Anak.Kuliner,@AquariusMusikindo,@ArisSportTv,@AttaHalilintar,@Audrey-A,@AutonetMagz,@BeemzAryo,@BimbelBrilian,@BoengkoesNetwork,@BrandonKentEverything,@CNBC_ID,@CNNIDOFFICIAL,@CoachJustinl28,@DHIARCOM,@DKIDchannel,@Dewa19,@DuniaBinatangLiar,@Dunia_Alam,@DylandPROS,@FitraEri,@FrontaLGaming,@GadgetGaul,@GadgetIn,@GarasiDrift,@HujanTandaTanya,@IBLTV,@JagatReview,@JessNoLimit,@Judika.Entertainment,@K2G,@KUBILER,@Kenandgrat,@KokBisa,@LuckyHakimChannel,@MILYHYA,@MNCTV_Sports,@MajelisLucu,@MalakaProjectid,@MamankKuliner,@Mas-Wahid,@Melkibajaj,@Miawaug,@MusicaStudios,@NagaswaraOfficial,@NarasiNewsroom,@NexCarlos,@OTOMOTIFTV,@OfficialNoahMusic,@OfficialiNews,@Otodriver,@PANJIPETUALANG_REAL,@PSSITV,@PricebookIndonesia,@RCTISports,@RansEntertainment,@SPOTV.Indonesia,@SPROSULEPRODUCTIONS,@SatuPersenIndonesianLifeschool,@SiKutuBuku,@Sobat_HAPE,@SportsChannelIndonesia,@TirtaPengPengPeng,@TrinityOptimaProduction,@VINDES,@WindahBasudara,@YoutuberCupu,@ZeniusEducation,@ZonaJuaraSports,@amarpdchannel,@ariefmuhammaddd,@carmudiID,@corbuzier,@deHakims,@deHakimsAviaryIrfanHakim,@dennycaknan6996,@farida.nurhan,@felicia.tjiasaka,@indomusikgram,@iwanbanaranblog,@kompastv,@letdahyper,@liputan6_news,@metrotvnews,@motomobitv,@nihongomantappu,@officialbaliunited,@projectreview,@radityadika,@raisa6690,@riasukmawijaya,@ridwanhr,@rrq_lemon,@tanboykun,@taulany_tv,@tempovideochannel,@tribunnews,@tvOneNews,@ybrap
@carmudiID,0.2602904,0.15132377,0.16788232,-0.057724103,0.016714077,0.23710273,0.17562762,0.961848,0.20352258,0.0067804586,0.16920236,0.11285135,0.1427781,0.10289036,0.032390945,0.40852106,0.4419927,0.008106517,0.079945326,0.052802227,0.26602164,0.96750164,0.35347736,0.31843984,0.36801982,0.87079835,0.048745442,-0.020027623,0.35435563,0.06505034,-0.029221715,0.35897234,0.15369135,0.17720936,0.06840667,0.15284878,0.08396038,-0.19615456,0.3087501,0.08920956,0.15356898,0.9675864,0.22654533,0.059931513,-0.024149556,-0.05509697,0.07072323,0.14343412,0.9595572,-0.010164158,0.038993686,0.9515261,0.13795397,-0.15485719,0.39366484,-0.15255493,0.25121504,-0.05864257,0.279661,0.08913034,0.0540535,0.37799823,-0.10112961,0.2201887,-0.034111027,0.26502734,0.21875086,0.39691198,0.122811094,-0.18698698,0.21222267,0.61860967,1.0,0.26137894,0.18559158,0.1725183,0.08035351,0.1581158,0.15557298,0.21977402,0.9539339,0.084914565,0.29514533,0.049207177,0.1061084,0.9660146,0.18209878,-0.13731727,0.28904027,0.18342023,-0.015008679,0.11755486,0.9787526,0.034743987,0.11761285,0.29235446,0.08330739,0.08020136,0.088651255,0.2789027
@corbuzier,0.32781225,0.21994159,0.10464831,0.28722876,0.14149076,0.8996892,0.14326228,0.248449,0.26182252,0.21762706,0.13421339,0.25464916,0.19991878,0.26687473,0.013203029,0.16901538,0.1705054,0.33160293,0.1475862,0.15336621,0.5384499,0.35494465,0.39228392,0.081466846,0.16624397,0.33644593,0.3966763,0.14858179,0.12345359,0.23523301,0.3334322,0.13746622,0.06289641,0.12561242,0.40913516,0.2902862,0.3824573,-0.15759608,0.93640375,0.46726775,0.099672034,0.20157625,0.15920307,0.29522964,0.2973028,0.2656905,0.20944536,0.14133959,0.23154825,0.3325546,0.16122955,0.24596521,0.081281126,-0.011088442,0.124268375,-0.16105026,0.8249105,-0.08062141,0.9276203,0.38580585,0.3279548,0.18795735,-0.08162665,0.5959735,0.35239673,0.9189331,0.5101845,0.14240785,0.5169901,-0.14544973,0.09045946,0.8288988,0.26137894,1.0,0.3560573,0.3005727,0.61218053,0.025822675,0.30257595,0.838572,0.27513728,0.18165892,0.46007466,0.18026742,0.17766592,0.32289284,0.55343103,-0.075021334,0.09363072,0.8625777,0.2882771,0.076186426,0.3105827,0.2053897,0.11728193,0.9428866,0.20520614,0.23517014,0.24119331,0.640345
@deHakims,0.31526136,0.9092894,0.32781327,-0.13643868,0.17837608,0.45794672,0.8129468,0.09170094,0.8957356,0.04348004,0.23617807,0.110460535,-0.039495654,0.05656683,-0.20431575,0.03127099,0.06220629,-0.11500196,0.8534304,0.8084811,0.31524515,0.19208473,0.5218556,-0.011872627,0.07732446,0.17238069,0.15597084,-0.1620906,-0.035681747,0.08284406,-0.1145951,0.01407825,0.23090465,0.2054414,0.38787156,0.87551016,0.09546788,-0.2251496,0.4508149,0.2017605,0.20993462,0.1577565,0.29478097,0.12442519,-0.13129592,-0.14150126,-0.039955195,0.25570872,0.19168714,-0.10243572,-0.10650169,0.07214153,0.8221034,-0.20655547,-0.004286517,-0.20847407,0.63194454,-0.20177194,0.43224928,0.1502758,0.18195254,0.051386088,-0.24523425,0.38097298,-0.11621582,0.46027434,0.4155699,0.014992708,0.07260684,-0.23246643,0.75395715,0.38838482,0.18559158,0.3560573,0.99999964,0.97959036,0.0070581175,0.3917538,0.19038057,0.41224307,0.18360573,-0.04492659,0.34173462,-0.0715348,-0.11478308,0.13728501,0.45989287,-0.17085183,-0.00656996,0.39489204,-0.09495483,0.13373944,0.19783427,0.15826105,0.25193018,0.47106963,-0.0039499113,-0.039910138,-0.07087162,0.08204142
@deHakimsAviaryIrfanHakim,0.29282475,0.9249741,0.3136847,-0.11690894,0.17841649,0.4155568,0.8577148,0.078607485,0.90098214,0.019121978,0.22206573,0.088853516,-0.03561455,0.056676537,-0.2050307,0.036660936,0.063940726,-0.09762607,0.88470745,0.8577732,0.27957082,0.17192681,0.48622328,-0.0015308759,0.07951315,0.155044,0.12434656,-0.16488257,-0.027119398,0.066222794,-0.10013564,0.022177696,0.22610727,0.19311729,0.34116766,0.9054812,0.078431234,-0.21288416,0.38704234,0.1554504,0.19690818,0.15551794,0.28633553,0.11337969,-0.11262439,-0.12150903,-0.03366797,0.23974442,0.1769763,-0.08639902,-0.095407635,0.061090726,0.8608017,-0.20526727,0.0040863478,-0.19967702,0.5699954,-0.19451766,0.37042743,0.111853845,0.14793336,0.056862675,-0.23352502,0.35453236,-0.101331726,0.39457858,0.37092346,0.020564534,0.04443533,-0.21981233,0.8018354,0.33112815,0.1725183,0.3005727,0.97959036,1.0,0.004418658,0.3966354,0.16323888,0.369828,0.1658291,-0.037611365,0.309571,-0.06426364,-0.101740696,0.1218636,0.40250772,-0.16577005,0.003468955,0.327075,-0.07827646,0.13185076,0.1783656,0.13993052,0.23706082,0.40390143,-0.002605322,-0.037960038,-0.06164055,0.06731707
@dennycaknan6996,0.10609821,-0.033915922,0.036687605,0.87351507,-0.024251474,0.5659559,-0.03909955,0.107240975,0.025443438,0.06646138,0.07347835,0.10613177,0.07580483,0.13231638,-0.0889435,-0.017492015,-0.031901177,0.90901244,-0.024121929,-0.043977648,0.251711,0.13520342,0.09760104,-0.061065845,-0.023042772,0.13835564,0.17973791,0.11576251,-0.03440465,0.11396608,0.89726925,-0.010960844,0.05169342,0.08048,0.09026721,0.098670386,0.33502388,-0.13624132,0.49750555,0.20142126,0.056827627,0.05873672,0.15101048,0.24560446,0.88669276,0.8619156,0.11918337,0.081270486,0.036337025,0.8944489,0.10503865,0.118652634,-0.0866874,-0.05339494,-0.040999427,-0.15294152,0.37470978,-0.08272338,0.45223188,0.13483372,0.10186408,0.014725564,-0.050328605,0.24161418,0.8920963,0.47613072,0.18301481,-0.021706726,0.24287564,-0.115275465,-0.058108833,0.47938168,0.08035351,0.61218053,0.0070581175,0.004418658,1.0,0.00063838065,0.05799088,0.687834,0.06303148,0.08405956,0.16491997,0.10552576,0.10822377,0.14543673,0.16080122,-0.10363113,-0.05771959,0.5121213,0.8629066,0.15539978,0.121974915,0.11083388,0.06541658,0.49289316,0.07355476,0.119779184,0.14625612,0.6551825
@farida.nurhan,0.12843676,0.522788,0.94633865,-0.13358228,0.09620689,0.16409537,0.4632734,0.053617492,0.5547993,0.03635122,0.90598977,-0.055737976,-0.057170026,0.019833397,-0.124134585,-0.090674184,-0.0089684855,-0.0757323,0.36242515,0.2578407,0.06137014,0.09287469,0.37197614,-0.09590154,-0.060188867,0.09790107,0.0915316,-0.19190271,-0.1134703,-0.057536993,-0.10830991,-0.10191132,0.9410175,0.89712423,0.20080763,0.3728869,-0.07164674,-0.15672484,0.17427924,0.120427236,0.9012133,0.15052193,0.92990637,-0.027598225,-0.11360553,-0.11451574,-0.08324776,0.9044815,0.06800634,-0.09859344,-0.105586365,0.034554522,0.4889654,-0.1579927,-0.089490265,-0.11867313,0.3644391,-0.16629647,0.15027368,0.09339923,0.12302278,-0.08460125,-0.14200042,0.23026964,-0.13370255,0.20079964,0.070755914,-0.09309948,0.0031377114,-0.158979,0.48335764,0.27917686,0.1581158,0.025822675,0.3917538,0.3966354,0.00063838065,0.99999964,0.14986393,0.2825643,0.077058144,-0.064594045,0.09365403,-0.08494654,-0.097150296,0.048828535,0.65721375,-0.116061896,-0.09601015,0.24088514,-0.08381165,0.879426,0.15429632,0.013866499,0.9112919,0.09787457,-0.03543163,-0.06872942,-0.062129185,-0.10613985
@felicia.tjiasaka,0.24869844,0.20560074,0.16304217,-0.028330782,0.10097196,0.24032667,0.17334178,0.11222696,0.23982954,0.883967,0.15387365,0.102051556,0.4310248,0.45195532,0.09430557,0.18035257,0.19549415,-0.04169906,0.2468428,0.27316338,0.29118428,0.14808889,0.29526865,0.1797471,0.17986271,0.2215064,0.91699934,0.032020345,0.2281889,0.1373255,-0.021856075,0.17460877,0.13921756,0.16972196,0.8670659,0.19865489,0.20255695,-0.03467884,0.35026962,0.8866022,0.16949944,0.17864478,0.20070763,0.15747027,-0.032919418,-0.05717791,0.4727012,0.16893095,0.09596074,0.008649658,0.23929843,0.11317992,0.17071894,0.15017511,0.17032987,-0.07268745,0.24928917,-0.05098401,0.24546114,0.9327121,0.91596246,0.19396925,-0.007565627,0.6779957,-0.000121550635,0.30925778,0.2682739,0.18171713,0.8101151,-0.049618363,0.21265796,0.37644014,0.15557298,0.30257595,0.19038057,0.16323888,0.05799088,0.14986393,1.0000004,0.24282554,0.06590652,0.30310756,0.246539,0.30580193,0.32422397,0.117412984,0.49184096,0.05530664,0.18217057,0.47359174,-0.012533691,0.14455023,0.13400275,0.09813758,0.16245434,0.2915241,0.43039486,0.309637,0.3096947,0.16038495
@indomusikgram,0.38014495,0.34267685,0.3116095,0.39211926,0.08918569,0.8608608,0.24641913,0.17688867,0.41615915,0.13141307,0.32841784,0.26351833,0.024744257,0.108717024,-0.14460339,0.07278111,0.10169119,0.45834652,0.23864906,0.18301988,0.53534174,0.28692058,0.507206,-0.0035568166,0.08533909,0.29200894,0.32091212,0.03810503,0.016040806,0.21405205,0.43136722,0.045594506,0.27642608,0.31828722,0.35795975,0.3710148,0.35439068,-0.2729587,0.87019885,0.3694119,0.29849404,0.16725397,0.3984741,0.30220705,0.40942928,0.36075026,0.045950707,0.34210414,0.16151601,0.45090282,-0.013654481,0.16834141,0.20277303,-0.16158035,0.033203594,-0.25267762,0.81697375,-0.20199987,0.81355774,0.2879044,0.26285163,0.09927446,-0.20057273,0.52329224,0.43904054,0.8444448,0.50570244,0.050831683,0.36567026,-0.2610533,0.20362583,0.7784935,0.21977402,0.838572,0.41224307,0.369828,0.687834,0.2825643,0.24282554,1.0,0.20633191,0.006364894,0.46140838,0.005692911,0.005326366,0.25097194,0.6375339,-0.1852048,0.0080479,0.84472644,0.40120524,0.31353188,0.27583128,0.24373443,0.31764215,0.81725895,0.031595893,0.053190786,0.06903961,0.64255226
@iwanbanaranblog,0.28559473,0.117783606,0.09030326,-0.07811727,0.06742784,0.2524612,0.15324369,0.96078444,0.16337427,-0.06891416,0.08840619,0.17704824,0.10574923,0.06373007,0.105873644,0.42301005,0.44271877,-0.0067882864,0.047205873,0.028578525,0.3035668,0.9741553,0.36338842,0.3304994,0.38071066,0.892896,-0.02900012,0.08222319,0.36130583,0.116846845,-0.049680375,0.37256896,0.06731286,0.09249064,-0.010976103,0.1332551,0.12008938,-0.1355391,0.3135028,0.016067147,0.07126352,0.9312578,0.12884437,0.09955805,-0.04738361,-0.07684934,0.03935637,0.05980654,0.9725832,-0.03138236,0.020989452,0.9495249,0.10262893,-0.101307094,0.40630996,-0.08576019,0.24903908,0.036043935,0.29041684,0.01013224,-0.02705013,0.3909421,-0.03672477,0.17718449,-0.053198576,0.27195838,0.27476162,0.40959144,0.0735369,-0.12740101,0.16150625,0.6016294,0.9539339,0.27513728,0.18360573,0.1658291,0.06303148,0.077058144,0.06590652,0.20633191,0.9999999,0.05870945,0.3388598,0.02624943,0.09448115,0.97125876,0.124154165,-0.07298426,0.2992257,0.16458443,-0.042552963,0.045602877,0.96195424,0.08072433,0.040862434,0.3112561,0.049267206,0.055364687,0.068952814,0.32139832
@kompastv,-0.19433291,-0.03680173,-0.029832512,0.0341811,0.24542926,0.1336588,0.07401447,0.1085982,-0.08728342,0.2912218,-0.009848077,-0.17766136,0.9708899,0.9619426,0.19800027,-0.018387612,-0.029519476,0.037760437,-0.018111017,0.13230002,-0.08746747,0.08929606,-0.18923263,-0.021960914,-0.046202373,0.13672169,0.31794477,0.18179947,0.05773282,-0.062127236,0.05966674,-0.044284765,-0.0032238192,0.012544019,0.22409558,-0.009340661,-0.07518965,0.1222571,0.1586027,0.40000105,-0.03245531,0.14257088,-0.0015836421,-0.064729586,0.053348757,0.035974137,0.9207642,-0.028157843,0.06702711,0.040020682,0.9760003,0.14020559,0.025756614,0.2906191,0.01139303,0.06324757,0.096885905,0.091476746,0.15594235,0.35611987,0.27210668,-0.057546735,0.18862522,0.39514595,0.053674582,0.20309025,-0.09014053,-0.014633061,0.4827866,0.12642716,0.1069168,0.18570837,0.084914565,0.18165892,-0.04492659,-0.037611365,0.08405956,-0.064594045,0.30310756,0.006364894,0.05870945,1.0000001,-0.09460209,0.9855894,0.9478766,0.082596384,0.060058642,0.15060094,-0.015642054,0.14094003,0.03492997,-0.0068773255,0.056008205,-0.15642244,-0.02013214,0.18962774,0.9787015,0.98994595,0.9711677,0.018215153
@letdahyper,0.90328515,0.35358742,0.06392214,-0.005404347,0.23901176,0.43615782,0.3692043,0.25706995,0.3739635,0.08861115,0.06056214,0.8820478,-0.04975812,-0.03702144,0.004777561,0.32657155,0.3255064,-0.029032534,0.27438194,0.2297821,0.9563935,0.3975879,0.90575,0.26249027,0.34320486,0.5543599,0.19404262,0.3274917,0.27970964,0.86515087,-0.07633729,0.3263365,0.028679904,0.04850783,0.20085806,0.41231424,0.8176993,-0.06522149,0.49678442,0.15093744,0.062647894,0.2824713,0.096921906,0.84385955,-0.067148976,-0.08602244,0.00017712079,0.05764671,0.3172263,0.012183141,-0.13563809,0.23390256,0.30252558,-0.022757106,0.30101448,-0.06555061,0.3469295,0.032348484,0.34762034,0.14157319,0.13758312,0.39277476,-0.033933267,0.38618445,-0.0067657963,0.36947054,0.9600389,0.28860983,0.25596768,-0.0667812,0.30741966,0.4694472,0.29514533,0.46007466,0.34173462,0.309571,0.16491997,0.09365403,0.246539,0.46140838,0.3388598,-0.09460209,1.0,-0.10198124,-0.021016117,0.3425498,0.3355909,0.031462137,0.2717639,0.4311179,-0.07074118,0.044102386,0.32694444,0.8596914,0.044742282,0.37337285,-0.084799364,-0.0854447,-0.08012225,0.6123566
@liputan6_news,-0.19539249,-0.066456854,-0.046510838,0.06259523,0.22873938,0.12247671,0.040680274,0.08023403,-0.11365888,0.30456275,-0.023848532,-0.17347175,0.95749867,0.95182645,0.1949666,-0.010079304,-0.024421562,0.06301265,-0.03675254,0.11059251,-0.085292414,0.059867695,-0.20318139,-0.010067318,-0.039647557,0.10380229,0.32898706,0.18645212,0.067676045,-0.05641588,0.08880412,-0.03468439,-0.018758025,-0.0008363561,0.22505245,-0.029971842,-0.06699387,0.1323731,0.15064454,0.4071607,-0.043872163,0.10275328,-0.017466959,-0.060259752,0.08131459,0.06536262,0.92141604,-0.04060573,0.034815744,0.06721511,0.97944206,0.111223735,-0.003409374,0.30389696,0.01806892,0.06622456,0.07358477,0.09290011,0.14213212,0.3627137,0.27964103,-0.04862017,0.1979002,0.38918787,0.08148902,0.18837538,-0.09124825,-0.0058095283,0.4958868,0.13666883,0.07271316,0.16809642,0.049207177,0.18026742,-0.0715348,-0.06426364,0.10552576,-0.08494654,0.30580193,0.005692911,0.02624943,0.9855894,-0.10198124,1.0,0.9428613,0.056256887,0.04564791,0.15867223,-0.0040914626,0.14657098,0.060954254,-0.01628969,0.02103528,-0.15342887,-0.033296704,0.17801014,0.9702275,0.979597,0.97470844,0.029826883
@metrotvnews,-0.12460986,-0.09121881,-0.06974763,0.07539388,0.32598048,0.12879908,0.047837913,0.14837229,-0.13649753,0.31266335,-0.045968384,-0.07982906,0.93651736,0.9172597,0.33013675,-0.00020954234,-0.019039154,0.0697926,-0.06569716,0.07809927,-0.005318639,0.12334477,-0.14120947,-0.00082363817,-0.035626244,0.21896248,0.34139055,0.34453475,0.08351655,0.022007428,0.082157195,-0.023733946,-0.03787263,-0.020824581,0.19210419,-0.044351388,0.04344558,0.24571657,0.13421969,0.38277584,-0.060802575,0.18737084,-0.02849296,0.041586377,0.07915932,0.064107835,0.92289126,-0.06776827,0.1090309,0.07554502,0.9493396,0.17988394,-0.01931909,0.42345205,0.031582214,0.18523866,0.042740446,0.2316728,0.11591107,0.35748738,0.28059012,-0.03277964,0.33989608,0.4057039,0.08873822,0.1663094,-0.032952145,0.0009615696,0.5081887,0.24603662,0.077328466,0.1850693,0.1061084,0.17766592,-0.11478308,-0.101740696,0.10822377,-0.097150296,0.32422397,0.005326366,0.09448115,0.9478766,-0.021016117,0.9428613,1.0000004,0.11891488,0.033500522,0.28064594,-0.00026970636,0.11722911,0.05949087,-0.013159479,0.08724868,-0.07751546,-0.060285423,0.1516474,0.93290204,0.9275048,0.95390815,0.11313039
@motomobitv,0.29522467,0.0790434,0.072321475,-0.003093897,0.015254553,0.27764624,0.1153379,0.9833491,0.12970632,-0.010928421,0.08128035,0.17839405,0.13815196,0.094000526,0.07611408,0.4747964,0.4893663,0.062365964,0.023905471,0.010666186,0.3304333,0.98473644,0.34252936,0.3856774,0.4288484,0.892856,0.032517433,0.058854442,0.42039567,0.13301496,0.022915974,0.4274783,0.058070023,0.0909936,0.02710042,0.118083544,0.15164882,-0.16393444,0.35197586,0.07401933,0.06522932,0.94012284,0.12872481,0.12014572,0.027647344,-0.005193362,0.073432595,0.05460628,0.95832586,0.042310484,0.04742366,0.9764738,0.060533073,-0.116127476,0.45866525,-0.12281499,0.24894273,-0.0066446736,0.31238818,0.06862481,0.022163477,0.44613475,-0.06067086,0.21522486,0.02157313,0.2882705,0.27704406,0.4662401,0.15029866,-0.1529356,0.12726003,0.6378176,0.9660146,0.32289284,0.13728501,0.1218636,0.14543673,0.048828535,0.117412984,0.25097194,0.97125876,0.082596384,0.3425498,0.056256887,0.11891488,0.9999999,0.13276118,-0.106008515,0.35210642,0.22047892,0.026989697,0.045789264,0.97169566,0.08287464,0.03492463,0.33531404,0.07754708,0.08341483,0.10243817,0.37829095
@nihongomantappu,0.31784946,0.43016714,0.7387414,-0.12845019,0.0827393,0.5850222,0.2998841,0.087373465,0.45908934,0.3719972,0.7397057,0.10805519,0.10592882,0.19522935,-0.0702686,0.08112742,0.15038759,-0.0749813,0.2797203,0.24029808,0.38790423,0.19123214,0.49311522,0.03464085,0.10589699,0.1789411,0.50072587,-0.0926062,0.05113334,0.09962194,-0.08273964,0.051864956,0.684896,0.7373731,0.5930638,0.33400863,0.12969339,-0.20117609,0.6794151,0.54813814,0.73333734,0.12204048,0.7250415,0.12716548,-0.10662532,-0.12962648,0.092039056,0.74876976,0.10433869,-0.07834462,0.008777903,0.07158674,0.2852511,-0.08623612,0.054638147,-0.18111125,0.7410557,-0.18871996,0.6310141,0.5071206,0.48769754,0.09642471,-0.1737104,0.63719064,-0.08775187,0.6770273,0.3743924,0.056696177,0.48879308,-0.20761785,0.2678494,0.6516373,0.18209878,0.55343103,0.45989287,0.40250772,0.16080122,0.65721375,0.49184096,0.6375339,0.124154165,0.060058642,0.3355909,0.04564791,0.033500522,0.13276118,0.99999964,-0.11930528,0.049259894,0.74029577,-0.0928402,0.64348716,0.20901412,0.116236344,0.73920715,0.596272,0.13483356,0.09030621,0.09933562,0.18954203
@officialbaliunited,-0.051083144,-0.14326581,-0.11831817,-0.047084346,0.74528325,-0.09374466,-0.069458984,-0.06719013,-0.15915656,0.11204459,-0.11431247,0.14472991,0.11318107,0.12193304,0.8710649,-0.109631136,-0.13342384,-0.05791446,-0.11012983,-0.06985326,0.01167267,-0.11004015,-0.036610905,-0.066930994,-0.11394182,0.019075125,0.092902064,0.84699714,-0.0663085,0.07989891,-0.06097222,-0.09007107,-0.0996749,-0.113295026,-0.010812998,-0.13759735,0.16363643,0.928658,-0.1138241,0.05480881,-0.11286509,-0.077475205,-0.13331676,0.097779006,-0.06069408,-0.049051117,0.20677504,-0.119198255,-0.08991736,-0.06736686,0.18850593,-0.061937854,-0.08905686,0.9247556,-0.0921205,0.9461937,-0.14741269,0.9390341,-0.100913286,0.08319244,0.091207534,-0.10451715,0.935663,0.016050227,-0.052946974,-0.048483565,0.021638362,-0.09619044,0.10080378,0.9325762,-0.07427269,-0.12269525,-0.13731727,-0.075021334,-0.17085183,-0.16577005,-0.10363113,-0.116061896,0.05530664,-0.1852048,-0.07298426,0.15060094,0.031462137,0.15867223,0.28064594,-0.106008515,-0.11930528,1.0000005,-0.07543407,-0.11089269,-0.05259339,-0.06859553,-0.12578554,0.066570416,-0.10257572,-0.09038849,0.16396737,0.1507785,0.16878322,0.08690907
@projectreview,0.42791927,-0.04191113,-0.039157555,-0.111735314,-0.19052023,-0.02936257,-0.06119637,0.2799451,-0.051054545,0.13908637,-0.0233684,0.22316454,0.061272517,-0.04663874,0.019343086,0.9820595,0.9697546,-0.109564565,-0.042211514,-0.023146136,0.3380306,0.34031057,0.20950457,0.9928142,0.9835843,0.21275076,0.071952924,-0.05235448,0.9844329,0.28445876,-0.11652847,0.9883649,-0.06534045,-0.018948045,0.059266295,-0.011673254,0.14056128,-0.04210153,0.12294037,0.053898815,0.005513248,0.21443687,-0.09834434,0.17826396,-0.096253514,-0.11383693,-0.021986041,-0.031837717,0.26823664,-0.11110487,-0.027131174,0.2690869,-0.058619305,-0.07581418,0.9858967,-0.07667991,-0.028478447,-0.018076908,0.04930246,0.10562576,0.05944255,0.97723824,-0.03350233,0.06400352,-0.110036075,-0.016475406,0.23626979,0.98252386,0.22539534,-0.04866857,-0.07737607,0.10450077,0.28904027,0.09363072,-0.00656996,0.003468955,-0.05771959,-0.09601015,0.18217057,0.0080479,0.2992257,-0.015642054,0.2717639,-0.0040914626,-0.00026970636,0.35210642,0.049259894,-0.07543407,1.0,0.06968829,-0.1293049,-0.12534347,0.26573437,0.14134322,-0.023664497,0.04499443,-0.014447289,-0.010605539,0.0050096996,0.10764672
@radityadika,0.32996416,0.29155004,0.32644123,0.1862188,0.09284781,0.7941954,0.17242709,0.15386519,0.34172565,0.3795301,0.3567881,0.19578606,0.18059999,0.27947387,-0.040237416,0.11962095,0.14574507,0.22708446,0.22895963,0.21499883,0.51291424,0.26410598,0.44147092,0.057081327,0.1321797,0.2591713,0.56015396,0.042617403,0.08982299,0.19743872,0.2345799,0.09266909,0.29408383,0.35294747,0.6091665,0.33032298,0.30673274,-0.20576596,0.9184587,0.6406324,0.3259111,0.11976243,0.389247,0.24973418,0.19770457,0.16247691,0.18834105,0.3747707,0.121617235,0.24026662,0.104502864,0.1453189,0.14256154,-0.029558916,0.08262009,-0.19983943,0.82272005,-0.15737352,0.8436085,0.5593245,0.51613426,0.14028654,-0.13897103,0.661451,0.24253002,0.8820537,0.49714136,0.106643066,0.6054113,-0.20086995,0.1328834,0.8246449,0.18342023,0.8625777,0.39489204,0.327075,0.5121213,0.24088514,0.47359174,0.84472644,0.16458443,0.14094003,0.4311179,0.14657098,0.11722911,0.22047892,0.74029577,-0.11089269,0.06968829,1.0000004,0.1999313,0.32554793,0.23431958,0.16903529,0.35700238,0.8666154,0.20981936,0.19462444,0.20405808,0.48959675
@raisa6690,-0.08385895,-0.11760239,-0.08202904,0.9717716,-0.077596776,0.29313767,-0.1001767,0.025436658,-0.04832111,0.037968136,-0.070322536,-0.04173746,0.019977152,0.06497603,-0.07416943,-0.11623314,-0.13929962,0.96410346,-0.03768097,-0.05912045,-0.0038448158,-0.0041355803,-0.105209365,-0.12799633,-0.11961822,-0.006258178,0.10488321,0.07539437,-0.12063868,-0.039701924,0.9846672,-0.09330729,-0.06368143,-0.058915213,0.00715557,-2.2478402e-05,0.16944626,-0.05032395,0.15355977,0.098250836,-0.07061068,-0.005012711,0.018134026,0.08098103,0.9860083,0.9826336,0.078917146,-0.056773372,-0.041239783,0.97841555,0.06668748,0.042561386,-0.11817726,-0.01127911,-0.13160193,-0.08303259,0.08789355,-0.029766098,0.13553892,0.06178627,0.056200802,-0.09009206,0.0042359233,0.017432496,0.9750227,0.15946722,-0.046913438,-0.104884714,0.08580495,-0.03176271,-0.09020869,0.18554014,-0.015008679,0.2882771,-0.09495483,-0.07827646,0.8629066,-0.08381165,-0.012533691,0.40120524,-0.042552963,0.03492997,-0.07074118,0.060954254,0.05949087,0.026989697,-0.0928402,-0.05259339,-0.1293049,0.1999313,1.0,0.05056311,0.011452908,-0.01822467,-0.066081814,0.1940767,0.024605159,0.054325186,0.07297669,0.48868674
@riasukmawijaya,0.054470234,0.23796998,0.905785,0.010697994,0.03889285,0.16198379,0.19950315,0.06090043,0.2761097,0.07734566,0.9160929,-0.07134353,-0.002449058,0.082845494,-0.055113763,-0.125022,-0.050259434,0.07962784,0.11928156,0.04874382,0.045130204,0.078768015,0.24598333,-0.12010584,-0.10569553,0.0893165,0.13114882,-0.0981359,-0.12695312,-0.046467904,0.03951067,-0.12818651,0.93528706,0.9280119,0.177697,0.15652794,-0.02933594,-0.10369144,0.19119632,0.1798028,0.90933657,0.10548434,0.9347869,-0.008055452,0.03421353,0.027653906,-0.028712854,0.91684794,0.02021284,0.04621434,-0.025814446,0.0479354,0.19948927,-0.07085884,-0.11627646,-0.07188685,0.30066618,-0.10554249,0.15158954,0.13768034,0.1377258,-0.11578701,-0.05677499,0.21970323,0.012850963,0.21376976,0.019576501,-0.11419375,0.078643404,-0.10334656,0.20926467,0.33836007,0.11755486,0.076186426,0.13373944,0.13185076,0.15539978,0.879426,0.14455023,0.31353188,0.045602877,-0.0068773255,0.044102386,-0.01628969,-0.013159479,0.045789264,0.64348716,-0.06859553,-0.12534347,0.32554793,0.05056311,1.0000004,0.1362934,-0.01318893,0.91491425,0.106115386,0.023096995,-0.0033639232,0.03002278,-0.013200372
